,Die Verurteilten,Der Pate,Dominion,Mosul,Der Pate 2,The Dark Knight,Schindlers Liste,Pulp Fiction,Berg II,Die zwölf Geschworenen,Der Herr der Ringe: Die Rückkehr des Königs,Inception,Forrest Gump,Zwei glorreiche Halunken,Der Herr der Ringe: Die Gefährten,Fight Club,Earthlings,Einer flog über das Kuckucksnest,Matrix,Der Herr der Ringe: Die zwei Türme,Parasite,Die sieben Samurai,Ist das Leben nicht schön?,Das Leben ist schön,Das Schweigen der Lämmer,Der Soldat James Ryan,Chihiros Reise ins Zauberland,City of God,The Green Mile,Für Sama,Interstellar,Joker,Die besten Jahre,Moderne Zeiten,Lichter der Großstadt,Gladiator,Léon: Der Profi,Whiplash,Ziemlich beste Freunde,Spiel mir das Lied vom Tod,Der König der Löwen,Prestige - Die Meister der Magie,Der Pianist,Avengers: Infinity War,Senna - Genie.Draufgänger.Legende,American History X,Das Salz der Erde,Zurück in die Zukunft,Der große Diktator,1917,Die letzten Glühwürmchen,Samsara,Ayla,Terminator 2: Tag der Abrechnung,Die Bucht,Django Unchained,Mrtav 'ladan,Lebe Deine Träume,Apocalypse Now,Kinder des Olymp,Boulevard der Dämmerung,Your Name.,Memento,Zeugin der Anklage,Oldboy,Der Mann mit der Kamera,Wege zum Ruhm,Es war einmal in Amerika,Prinzessin Mononoke,Das Leben der Anderen,Jäger des verlorenen Schatzes,The Dark Knight Rises,Baum der Wünsche,Die Reue,Das Fenster zum Hof,Shining,Alien: Das unheimliche Wesen aus einer fremden Welt,Lethal Strike,2001: Odyssee im Weltraum,Metropolis,Der Clou,Frau ohne Gewissen,Braveheart,Die Frau die singt - Incendies,Requiem for a Dream,Fahrraddiebe,Die Jagd,Uhrwerk Orange,Clockwork Orange,Die Verdammten,American Beauty,Amadeus,Vergiss mein nicht,Die fabelhafte Welt der Amelie,Kinder des Himmels,Full Metal Jacket,Mein Vater und mein Sohn,Inglourious Basterds,Toy Story 3,Nick Cave & The Bad Seeds,Das Appartement,Für ein paar Dollar mehr,Der unsichtbare Dritte,Komm und sieh',Wer die Nachtigall stört,Du sollst mein Glücksstern sein,Aliens: Die Rückkehr,Citizen Kane,Lawrence von Arabien,Wilde Erdbeeren,Manche mögen's heiß,Urteil von Nürnberg,V wie Vendetta,Asian Godfather - Die Gangs von Wasseypur I + II,L.A. Confidential,Article 15,Batman Begins,Die Reise nach Tokio,Gesprengte Ketten,Alles steht Kopf,Mein Nachbar Totoro,Oben,Casino,Bube Dame König grAS,Bei Anruf Mord,The Wolf of Wall Street,Apollo 11,Swades - Heimat,Alles über Eva,Reporter des Satans,Maschinenpistolen,Stirb langsam,Die Erbin,Der Schatz der Sierra Madre,Free Solo,Das siebente Siegel,Pans Labyrinth,Andrej Rubljow,The Band,Tangerines,Das wandelnde Schloss,Searching for Sugar Man,Erbarmungslos,Der Zirkus,Warrior,Sherlock Junior,Der 13.,Winterschlaf,There Will Be Blood,In ihren Augen,Der Untergang,Junge Rebellen,Goldrausch,Wie ein wilder Stier,A Silent Voice,Klaus,Chungking Express,Durch die Wand,Ben Hur,Stand by Me: Das Geheimnis eines Sommers,Citizenfour,Lohn der Angst,Fanny und Alexander,Virus,Opfer,The Big Lebowski,Der Killerwal,Die Melodie des Meeres,Marriage Story,Rush: Alles für den Sieg,The Help,Catch Me If You Can,Rampenlicht,Schlacht um Algier,Mommy,Spotlight,Der Elefantenmensch,Findet Nemo,Drachenzähmen leicht gemacht,Systemsprenger,Das Cabinet des Dr. Caligari,Kaufen für die Müllhalde,Super 30,Der Fuhrmann des Todes,Mad Max: Fury Road,Die Braut des Prinzen,Prisoners,Sixth Sense,Die Brücke am Kwai,Die Nacht,Wer den Wind sät,Nobody Knows,Es geschah in einer Nacht,Logan: The Wolverine,Die große Illusion,Raum,No Country for Old Men,Der Blade Runner,Blade Runner,Die Faust im Nacken,Million Dollar Baby,Gier nach Geld,Das Leben des Brian,Togo,Der Rest ist schweigen,Little Women,Die durch die Hölle gehen,Der letzte Mann,Nausicaä - Prinzessin aus dem Tal der Winde,Memories of Murder,Der unsichtbare Gast,Hotel Ruanda,Drei Farben - Rot,Amores perros,Shutter Island,Into the Wild,Baahubali,Gran Torino,12 Years a Slave,Reise ins Herz der Finsternis,Der dritte Mann,Love Exposure,Harry Potter und die Heiligtümer des Todes - Teil 2,Vom Winde verweht,Grand Budapest Hotel,Die Spielregel,The Gentlemen,Die rote Laterne,Rote Laterne,Jurassic Park,Sonnenaufgang,Das Verschwinden der Haruhi Suzumiya,Rebecca,Batman und Bill,Napoleon,Manderly,Der General,Stürme,Der Wind,Der Unbeugsame,Der Spiegel,Charles Dickens - Eine Weihnachtsgeschichte,Das Ding aus einer anderen Welt,Tomorrow,Brotherhood,Der König der Affen,Panik,Faust,Die Truman Show,Schildkröten können fliegen,Die Legende vom Ozeanpianisten,The Farthest,Man lebt nur einmal,Im Namen des Vaters,Der eiskalte Engel,The Raid 2,Die Rechnung ging nicht auf,Der Zauberer von Oz,Goldenes Gift,Sing Street,Das Comeback,Blood Diamond,Die Volksschule,Guardians of the Galaxy,Die Schöne und das Biest,Die kleinen Füchse,Die Teuflischen,Laura,Infernal Affairs,Vor dem Regen,Solange ein Herz schlägt,Ein Herz und eine Krone,La La Land
2018-10-28,2,51,73,41,28,19,33,37,32,0,21,91,2,53,10,40,65,0,66,4,25,0,0,4,12,3,66,0,43,0,6,32,39,0,0,4,0,69,2,4,18,0,40,24,49,63,33,4,42,71,0,16,63,0,30,41,0,0,18,0,0,0,79,0,36,0,13,8,41,19,0,27,0,48,64,76,0,0,16,50,39,0,40,0,67,0,19,32,25,29,44,47,19,30,0,17,0,25,24,0,0,0,1,0,50,0,0,1,62,52,76,42,55,64,0,0,35,0,44,85,32,73,58,0,0,14,24,39,0,0,0,6,85,0,40,0,0,0,39,0,43,34,0,19,13,48,36,99,27,0,42,0,27,0,38,61,0,46,34,0,0,33,0,54,52,22,18,45,0,74,9,6,32,0,85,59,51,17,28,0,0,100,32,0,1,0,72,15,0,32,47,26,0,70,0,72,40,45,52,0,21,0,7,60,83,25,0,49,0,0,36,0,50,34,78,57,0,41,0,0,9,78,100,21,8,0,33,79,84,36,95,0,51,0,41,0,39,17,77,0,70,0,39,29,64,0,50,83,30,0,0,0,0,30,61,0,0,5,87,0,0,30,0,27,26,98,0,55,49,73,0,0,85
2018-10-29,1,43,48,39,26,21,35,24,30,10,5,22,3,0,5,27,46,0,74,0,35,40,0,5,23,4,42,28,16,0,4,30,37,0,0,3,0,22,2,2,13,0,42,17,40,60,0,3,0,61,35,22,44,0,46,38,79,41,34,57,0,0,37,35,51,0,0,7,46,8,46,15,0,0,36,74,0,0,0,46,31,0,0,0,39,0,8,30,40,53,39,62,24,31,0,11,73,32,46,0,0,0,0,0,0,0,0,1,23,0,0,0,20,77,77,0,33,0,0,74,30,66,55,0,0,20,23,0,0,0,0,4,0,80,49,0,40,0,40,0,24,0,0,24,10,45,45,35,0,17,23,0,24,44,35,74,0,26,32,0,0,31,39,64,61,43,0,0,0,0,6,4,0,0,53,45,49,12,14,49,82,0,31,0,2,0,39,0,0,28,0,36,0,44,0,78,19,0,26,0,20,0,10,56,0,35,40,0,45,0,43,0,31,0,28,40,0,45,0,0,27,73,47,20,0,0,0,74,65,18,55,0,40,0,39,49,32,16,34,0,65,9,36,24,76,0,45,84,0,0,0,0,0,28,0,42,0,8,82,0,0,28,0,20,18,0,0,50,0,0,0,0,33
2018-10-30,1,39,35,40,27,16,38,32,0,0,0,27,2,0,5,28,31,0,85,0,31,0,0,5,18,3,21,29,22,0,1,49,0,0,0,4,0,33,2,4,14,81,51,12,29,46,0,4,41,43,35,25,49,82,76,39,0,0,40,0,0,0,44,0,26,0,0,4,23,9,47,15,0,0,0,83,0,0,0,51,28,0,33,48,56,0,17,62,53,27,28,43,43,32,0,11,0,24,0,0,0,0,1,42,29,0,0,1,71,0,0,41,25,84,80,0,22,0,0,63,31,68,61,38,0,40,29,0,0,0,0,6,0,0,44,80,0,0,38,0,25,0,43,37,7,0,69,53,77,17,30,0,12,0,0,73,0,36,22,0,0,32,40,74,55,43,0,0,0,0,4,3,0,80,55,41,50,12,12,0,0,0,62,0,2,0,53,9,0,28,0,25,0,45,0,81,29,0,20,0,0,0,9,62,0,24,0,0,0,0,37,33,0,33,41,14,0,30,1,0,9,0,0,10,5,0,0,0,40,22,48,0,38,0,31,0,59,48,55,0,64,9,37,33,61,0,37,71,29,0,0,0,41,28,58,0,0,11,0,43,0,29,0,30,14,0,0,53,0,0,0,0,54
2018-10-31,1,53,38,42,28,42,26,71,100,0,5,56,2,36,5,41,67,0,82,8,34,44,0,4,58,2,57,31,44,0,5,100,81,0,88,4,0,47,2,3,15,0,41,11,43,37,0,5,0,73,76,32,48,0,30,0,0,0,28,0,0,75,68,0,28,0,0,4,38,11,0,16,0,0,80,100,84,0,0,51,27,0,24,0,34,0,13,100,100,29,18,100,20,23,0,36,0,41,25,0,100,0,0,0,31,0,0,0,38,53,0,0,48,85,0,0,24,0,46,81,0,64,71,0,0,43,28,0,0,0,80,8,0,0,24,0,59,0,59,0,44,0,0,39,9,49,74,72,27,0,25,0,20,0,39,64,0,38,17,0,17,0,0,64,53,70,0,0,0,0,8,7,0,0,100,50,0,17,17,53,89,0,33,0,3,0,60,15,0,38,0,40,0,48,0,77,41,0,31,0,22,0,15,41,0,0,0,50,0,67,26,35,0,0,36,44,0,42,2,0,10,80,52,11,8,0,67,0,43,28,52,0,43,0,32,0,17,23,33,0,73,0,53,26,70,0,38,53,31,0,0,0,44,0,0,31,0,7,0,0,44,31,86,39,19,0,0,51,0,0,0,0,40
2018-11-01,2,50,57,42,43,54,27,33,33,0,5,51,4,36,5,35,100,20,76,4,50,0,0,3,19,4,91,47,70,0,4,34,40,0,0,4,0,55,3,4,19,0,0,19,34,49,0,4,0,50,0,16,52,0,25,28,0,0,80,0,0,0,54,75,28,0,0,8,33,14,0,16,0,49,0,75,0,0,0,100,60,0,18,0,39,0,15,0,17,44,24,58,20,38,0,60,0,17,0,0,0,6,2,45,46,0,0,1,25,0,0,0,40,72,0,91,24,0,45,61,100,83,90,0,0,14,19,0,0,0,80,14,0,0,59,85,29,0,64,0,53,0,46,69,11,0,46,74,100,18,27,0,70,48,38,58,0,57,46,0,0,34,0,64,69,69,18,0,0,76,5,2,0,0,29,41,0,16,13,0,0,0,0,0,6,0,53,7,1,32,0,40,0,48,0,82,34,47,63,0,22,0,23,59,0,38,0,0,0,0,23,0,0,0,84,51,29,56,2,0,10,0,26,27,13,0,0,0,55,35,47,0,59,0,39,0,46,28,37,100,60,0,100,24,26,0,49,86,0,0,0,0,0,30,0,62,0,4,0,0,44,0,0,48,14,0,0,54,0,0,0,0,27
2018-11-02,2,47,34,0,28,22,27,48,0,11,0,37,4,72,5,44,50,0,79,8,25,0,0,3,22,2,68,31,53,0,3,26,40,0,0,7,0,59,3,5,17,0,27,10,19,36,0,13,0,72,38,16,86,0,40,48,85,0,55,61,0,0,54,0,28,0,0,4,33,8,100,40,0,0,39,47,0,0,16,65,0,0,47,0,51,0,8,0,17,44,42,95,46,23,0,24,0,29,0,0,50,7,1,0,41,0,0,0,25,0,78,0,16,70,0,0,47,0,45,20,66,72,73,40,33,21,28,0,0,0,0,7,0,0,70,0,29,0,53,0,39,0,46,29,31,0,36,27,36,18,42,0,41,48,57,71,80,43,26,0,0,0,0,65,60,23,0,0,0,0,4,2,32,0,35,51,0,10,17,0,88,0,0,0,7,0,38,5,0,27,47,26,0,0,0,76,31,46,56,0,32,0,15,43,86,25,43,50,49,0,23,0,0,0,35,48,0,73,1,0,14,0,25,21,16,0,33,0,55,19,46,0,45,0,34,0,51,34,50,49,43,10,40,20,82,0,40,52,31,96,85,0,87,45,62,30,0,3,0,0,43,31,0,31,15,0,0,57,0,0,0,0,40
2018-11-03,2,56,80,48,0,41,35,48,0,12,0,42,3,40,6,23,75,0,65,5,47,0,0,7,36,3,51,35,40,0,8,25,68,0,0,4,0,80,3,2,18,0,31,25,38,41,38,5,49,67,42,36,24,0,17,47,0,100,28,0,0,0,53,0,63,0,15,5,42,15,0,55,91,0,45,75,0,0,27,84,23,0,13,0,72,0,11,0,44,65,34,71,33,26,0,13,0,58,0,100,57,0,1,0,34,0,0,1,28,0,0,0,18,67,0,0,27,0,51,83,37,79,74,0,38,16,31,0,0,0,0,9,0,98,86,96,33,0,62,0,30,38,51,22,19,0,55,70,0,21,52,0,28,0,43,69,0,32,29,0,19,38,0,58,53,43,0,0,0,0,8,5,36,0,98,44,0,27,20,0,0,0,0,0,5,23,83,0,0,33,0,59,0,54,0,80,23,52,70,0,36,0,13,66,0,29,0,56,0,0,53,39,38,0,85,55,0,71,1,0,16,0,72,36,6,0,75,0,100,48,54,0,42,0,37,0,29,96,61,0,74,22,0,28,39,0,53,86,0,0,97,0,0,0,0,0,0,4,100,0,0,34,0,37,20,0,0,58,0,0,0,48,45
2018-11-04,1,83,49,0,28,34,48,22,0,0,5,48,6,71,5,46,33,20,64,4,50,0,0,5,24,3,57,41,70,0,6,20,93,49,0,8,0,23,3,3,20,0,54,21,36,56,67,6,43,85,37,48,56,0,15,83,0,0,18,0,0,0,61,56,27,0,13,4,25,22,50,24,82,0,39,71,0,0,16,44,30,0,35,0,34,0,11,0,34,73,30,26,100,22,0,12,79,40,37,0,0,0,1,45,31,0,49,1,25,52,0,0,40,70,0,0,0,0,45,87,33,84,68,39,33,36,19,40,94,0,0,15,0,0,53,0,72,0,56,86,53,34,46,49,14,0,36,94,27,0,28,0,45,64,38,63,80,24,0,0,33,34,0,70,46,31,0,0,0,0,10,5,32,0,64,88,53,8,9,0,89,0,0,0,100,20,84,5,0,34,48,0,0,47,0,79,20,0,68,0,43,0,13,63,0,34,43,0,49,65,31,53,34,0,35,50,29,42,0,0,19,0,0,22,11,0,34,0,67,34,54,0,53,0,40,0,17,42,100,0,55,0,40,29,98,0,51,89,0,0,86,0,0,0,0,31,0,10,0,67,44,0,0,47,24,0,94,53,0,0,0,0,49
2018-11-05,2,58,47,38,34,23,15,20,0,10,0,24,2,48,5,31,44,18,84,0,33,0,0,4,13,2,40,28,47,0,4,16,36,0,0,3,0,49,2,2,17,0,0,10,24,22,30,3,0,53,33,22,62,0,18,43,0,0,25,0,0,67,54,67,41,0,12,4,33,12,59,29,0,0,0,49,0,0,14,45,18,0,16,92,34,68,12,0,15,26,56,71,29,40,0,11,0,36,22,0,0,0,1,0,45,0,0,1,34,0,0,39,100,79,0,0,21,0,0,36,29,66,58,36,0,0,33,0,0,0,71,4,0,0,0,0,65,0,36,0,24,0,0,35,7,0,49,71,24,0,25,0,15,0,46,68,0,17,23,0,15,30,0,81,72,34,0,0,0,0,6,9,28,0,68,48,0,10,5,47,0,0,0,0,19,18,37,9,1,16,0,23,0,0,0,78,18,0,28,0,26,0,11,51,0,0,0,0,0,0,14,62,45,0,51,35,39,37,1,0,0,0,23,10,9,0,30,0,60,28,46,0,42,0,35,47,41,20,48,0,69,9,35,100,50,0,46,86,0,0,0,0,0,0,0,0,67,8,0,40,0,27,0,23,16,0,0,56,0,67,0,0,20
2018-11-06,1,44,21,0,53,13,29,19,31,0,5,37,4,34,10,41,31,0,94,0,70,40,0,2,15,2,42,58,25,0,3,17,0,0,0,3,0,66,3,3,13,0,38,8,27,23,31,3,0,43,35,30,56,0,35,58,0,0,17,0,0,0,69,0,26,0,12,4,31,9,47,15,0,45,37,51,0,0,30,48,19,0,22,0,72,0,12,0,42,27,34,84,37,42,0,28,0,16,0,0,0,0,1,42,48,0,0,2,47,0,0,0,40,76,0,85,33,81,0,37,51,84,56,0,0,53,35,0,0,0,0,5,0,0,38,79,27,81,39,0,49,32,0,27,6,0,57,55,25,17,30,0,18,0,72,74,0,27,16,0,16,0,0,82,62,32,0,0,0,0,7,4,0,0,65,30,0,14,6,0,83,0,0,0,5,0,29,5,0,33,0,37,47,0,0,73,19,0,49,0,40,0,12,74,0,47,0,0,45,0,15,33,47,0,19,32,0,46,3,0,9,0,0,20,10,0,31,0,51,28,41,0,46,0,36,0,37,32,43,0,69,9,0,40,69,0,50,79,0,0,0,80,41,0,0,0,0,5,0,0,0,0,0,27,15,0,0,56,0,0,0,40,46
2018-11-07,1,47,28,81,54,16,19,20,0,0,5,38,4,34,5,33,63,19,97,8,35,41,0,7,18,5,43,29,17,0,6,15,38,0,0,5,0,22,2,2,13,0,26,9,30,46,32,2,41,100,72,15,49,82,29,39,0,0,29,58,0,0,57,0,0,0,12,4,36,5,95,21,0,92,38,68,0,0,0,41,19,78,22,0,40,0,14,31,24,27,23,64,19,43,0,28,0,44,23,0,0,0,0,43,48,0,0,0,24,0,0,42,30,76,0,85,30,0,0,47,95,75,58,0,0,13,23,38,0,0,0,4,0,0,66,0,27,0,60,0,25,32,0,28,8,0,46,39,0,0,33,0,20,0,73,77,0,13,57,0,0,31,0,66,87,43,0,0,0,0,7,100,30,0,22,44,50,5,8,50,0,0,31,0,3,19,30,12,0,27,0,33,0,0,0,85,19,0,35,0,31,0,7,30,0,24,0,47,0,0,15,33,32,33,13,55,27,66,3,0,18,0,24,20,5,0,0,75,58,21,42,0,41,0,29,0,33,32,71,0,80,0,0,26,49,0,55,60,29,0,0,0,0,28,0,29,0,8,0,0,0,29,0,24,14,0,0,55,0,0,0,0,59
2018-11-08,3,51,28,79,26,29,35,38,0,0,5,20,2,34,10,26,63,0,93,4,55,0,0,5,22,3,43,0,33,0,2,18,37,0,0,3,0,33,2,2,20,0,25,12,38,34,0,4,0,68,35,15,20,0,14,58,0,0,17,0,0,70,31,0,51,0,0,4,23,10,46,46,0,0,37,36,0,0,0,58,0,0,27,0,24,0,16,31,16,27,23,52,28,21,0,11,0,40,0,0,0,0,1,0,57,0,0,1,94,0,0,0,20,80,0,0,22,0,42,25,31,82,54,0,0,13,52,37,0,86,0,6,40,0,38,0,41,0,57,80,50,0,0,18,9,0,17,52,25,0,33,0,30,0,36,80,0,40,27,0,0,0,0,69,53,43,0,0,0,0,9,16,0,0,60,53,49,8,6,0,0,0,62,0,3,0,36,5,0,31,44,0,0,0,0,99,19,0,32,0,30,0,16,32,0,47,0,0,0,62,29,33,32,0,21,32,27,72,7,0,18,0,24,15,10,0,31,0,60,23,47,0,38,0,26,0,56,32,43,0,57,14,0,20,37,0,54,79,0,0,0,0,41,0,0,29,0,7,0,84,40,58,0,23,17,0,0,62,0,0,0,0,50
2018-11-09,3,47,34,42,42,31,68,22,33,11,5,35,4,36,11,26,33,40,77,0,25,0,0,3,13,2,45,31,35,0,4,16,40,0,0,4,0,47,3,3,17,0,41,15,19,32,34,5,0,66,38,16,65,0,60,52,0,0,31,0,0,75,54,0,55,0,100,0,37,7,0,33,0,0,0,39,0,0,32,59,60,0,82,51,64,0,18,100,22,58,18,66,59,23,0,20,0,46,25,0,0,7,0,0,76,0,49,2,0,0,0,0,32,74,0,0,24,0,0,34,0,74,63,0,0,14,49,0,0,0,0,6,0,0,59,84,29,0,56,0,0,34,46,0,30,0,55,44,0,18,35,0,22,48,38,75,0,28,29,0,17,33,0,67,51,31,0,0,76,0,5,7,0,0,76,44,0,11,10,0,0,0,33,0,2,0,35,13,0,27,0,39,0,48,37,74,72,0,31,0,22,0,8,45,0,63,0,50,0,0,23,35,34,0,35,22,29,42,7,0,10,0,26,11,5,0,0,0,49,39,39,0,50,0,37,0,26,17,37,0,67,10,0,26,52,0,49,73,0,0,0,0,0,30,0,0,0,4,0,45,43,46,0,24,12,0,0,58,0,0,0,0,49
2018-11-10,100,77,62,0,31,25,60,43,0,0,12,38,4,39,6,36,36,0,60,0,55,48,0,5,21,4,37,34,77,0,8,29,44,0,95,5,0,60,5,13,100,0,30,19,42,40,37,6,47,58,41,41,35,0,25,68,0,48,100,0,0,0,66,41,90,0,19,10,41,20,0,18,0,0,0,84,91,0,17,88,33,0,57,0,65,0,12,36,28,48,30,56,33,33,0,65,0,38,27,0,55,0,2,0,100,0,0,2,41,0,0,0,35,60,0,0,52,0,49,81,0,74,68,44,36,16,74,58,0,0,0,10,0,0,70,0,32,0,78,94,38,0,100,43,29,0,100,52,40,0,41,0,20,0,84,58,0,21,38,0,0,0,0,62,52,25,100,100,0,82,8,2,35,0,57,40,0,14,11,58,0,0,0,0,3,0,57,8,0,35,0,57,0,52,41,72,22,50,51,0,24,0,14,74,0,28,0,55,0,0,40,38,37,0,53,69,32,46,7,0,0,0,28,29,14,0,0,0,80,57,44,0,58,0,45,0,25,37,54,0,75,0,43,26,71,0,41,68,0,0,0,0,0,0,0,33,0,7,0,50,0,100,0,34,17,0,0,54,0,0,0,47,87
2018-11-11,58,53,27,85,57,43,59,30,0,0,0,32,5,37,11,20,67,100,65,4,42,0,0,5,10,6,57,31,62,0,6,22,40,0,0,5,0,48,3,5,75,0,27,15,65,61,0,6,0,80,38,65,52,0,38,70,0,0,28,62,0,0,27,76,28,0,13,0,51,17,51,25,0,0,60,64,0,0,21,63,20,0,83,0,39,0,16,67,26,29,37,50,27,69,0,12,0,47,100,0,0,0,0,0,93,0,0,2,38,0,0,0,16,72,0,0,56,88,46,61,33,88,60,41,0,22,100,40,0,0,0,8,44,0,53,0,59,0,62,0,27,0,46,33,15,0,49,36,0,0,25,0,34,0,78,58,0,65,52,21,17,68,0,58,61,70,55,0,76,76,7,4,33,0,59,46,0,11,8,0,0,0,33,0,2,20,28,8,0,29,0,44,0,0,100,74,28,0,44,0,22,0,10,62,0,26,0,51,50,0,26,35,34,0,36,49,39,42,100,0,24,0,0,27,16,0,34,0,77,58,49,0,49,0,42,0,41,23,50,0,85,0,40,28,92,0,45,85,31,0,0,0,44,0,0,0,0,3,0,46,44,31,0,36,28,0,0,58,0,0,0,43,95
2018-11-12,10,53,38,39,26,13,28,31,0,0,5,49,3,100,0,34,30,0,87,4,45,0,0,2,17,3,41,0,54,0,5,18,73,91,0,4,0,36,2,1,21,0,33,15,28,22,30,6,78,79,0,15,53,0,41,70,0,0,33,55,0,0,43,68,0,91,0,0,31,10,45,15,0,0,36,33,0,0,0,48,0,0,43,47,46,0,12,30,24,0,22,89,30,35,0,16,0,39,22,0,0,6,0,0,84,0,0,1,31,0,0,0,0,77,0,83,22,0,0,55,0,78,56,37,0,39,40,0,0,0,0,6,0,0,54,0,27,0,35,79,0,31,0,48,10,0,34,43,0,17,34,0,15,0,35,71,0,26,26,0,0,31,0,81,67,21,0,0,0,69,6,2,29,0,37,33,0,12,8,48,0,0,30,0,1,19,42,5,0,24,0,0,0,0,0,75,38,0,49,0,20,0,10,35,0,23,40,46,0,0,14,32,31,0,44,27,26,64,16,0,13,0,0,10,10,0,31,0,92,16,53,0,38,0,41,0,37,15,57,46,76,9,0,26,60,0,71,66,0,0,0,0,0,27,0,28,0,4,0,0,39,28,0,30,17,0,0,61,0,69,0,0,49
2018-11-13,1,41,59,0,0,29,54,29,0,0,10,32,4,33,7,34,31,55,79,0,23,0,0,5,9,3,31,0,27,0,6,15,0,47,0,4,0,33,1,1,19,0,0,15,40,23,62,3,40,73,35,22,36,0,51,48,0,0,17,0,0,0,37,0,25,0,0,4,23,10,46,15,75,45,36,66,0,0,15,51,0,0,59,0,47,0,12,0,32,54,33,75,18,42,0,16,0,24,57,0,0,0,0,42,99,0,0,0,23,0,72,41,30,74,0,0,37,0,0,19,31,79,56,0,0,13,43,37,0,0,0,9,0,0,65,0,27,0,48,0,0,0,43,24,8,0,68,55,25,0,20,0,17,0,0,65,0,20,32,0,16,31,0,76,45,32,0,0,0,70,6,5,30,0,43,53,0,14,7,49,0,95,31,0,1,19,45,9,0,25,0,24,0,0,0,85,19,0,35,0,33,0,7,59,0,24,40,0,0,0,14,32,42,0,33,88,27,45,3,0,18,0,0,10,10,0,31,0,71,17,42,0,43,0,29,0,32,24,46,0,63,0,37,29,32,0,41,87,28,0,80,0,41,56,0,28,0,4,0,0,0,28,0,24,17,0,0,55,0,0,0,0,41
2018-11-14,4,47,39,40,27,13,36,26,0,10,0,46,4,52,5,23,48,19,97,0,36,0,0,6,14,100,65,0,25,81,4,17,51,0,0,5,0,45,3,5,21,0,26,10,25,23,0,5,41,76,54,23,50,0,48,40,0,0,17,0,0,0,38,0,26,0,12,4,0,11,0,16,77,0,0,53,0,0,15,44,57,79,44,0,49,0,20,0,25,42,29,55,25,32,0,30,0,33,23,86,0,0,0,0,88,87,0,2,24,0,0,0,15,81,0,0,38,0,44,64,32,83,53,39,0,27,35,0,0,0,0,2,82,0,45,0,56,0,40,0,34,0,0,37,8,0,26,65,0,0,27,0,23,0,0,75,0,14,60,0,0,0,0,78,47,22,0,43,0,0,7,2,0,0,39,57,50,9,8,0,0,0,0,0,1,0,15,10,0,24,91,100,0,0,0,79,20,0,45,0,21,0,11,32,0,24,41,48,0,0,15,33,65,0,34,32,55,80,1,0,19,0,0,21,8,0,32,0,53,25,37,0,49,0,33,0,33,41,55,0,61,9,0,21,29,0,45,83,0,0,82,0,0,0,0,0,0,6,0,0,41,39,0,16,13,0,0,71,0,0,0,0,19
2018-11-15,2,55,43,40,0,27,49,21,0,0,10,20,3,34,10,30,79,38,81,0,96,0,0,7,23,12,22,30,22,0,5,18,38,0,83,5,0,79,3,3,14,82,26,9,30,39,0,5,41,44,0,20,50,0,29,59,0,0,18,58,0,0,58,0,26,0,0,4,24,12,0,16,78,0,38,39,0,0,0,65,19,0,28,0,49,72,11,47,37,28,35,57,19,32,0,23,0,44,23,0,0,0,1,0,49,0,0,0,0,0,0,0,31,75,81,86,57,0,0,58,0,78,58,38,0,14,35,38,0,0,76,6,0,0,33,0,0,83,39,0,25,33,44,19,9,0,35,42,52,0,17,0,47,0,73,68,76,41,25,0,0,0,0,74,65,37,0,0,0,0,6,5,0,0,55,42,51,19,7,0,0,0,32,0,2,0,33,14,0,27,0,38,0,0,35,78,20,0,22,0,21,82,17,58,0,0,41,48,0,0,22,0,32,0,21,28,42,60,2,0,18,0,24,10,8,0,32,0,58,18,43,0,45,0,28,0,38,24,48,0,62,19,0,23,83,0,42,68,0,0,0,0,0,0,0,29,0,4,0,0,0,58,0,15,12,0,0,64,0,0,0,0,47
2018-11-16,1,18,34,0,29,17,45,21,0,11,5,27,3,49,5,30,33,41,76,9,42,0,0,6,29,5,46,0,41,0,7,18,41,51,0,5,0,48,2,3,16,0,37,10,27,37,34,5,44,60,38,27,39,0,25,56,0,0,19,0,86,76,55,38,56,100,13,4,76,26,0,22,0,0,100,61,84,0,32,64,20,0,36,52,52,0,11,34,26,59,46,73,20,57,0,12,81,52,25,0,0,26,0,46,31,0,0,0,25,0,0,0,0,73,0,92,40,0,46,81,67,74,64,41,0,14,63,0,0,0,0,5,44,0,24,0,49,0,58,0,27,0,0,39,55,0,25,60,28,19,32,0,30,0,39,79,0,29,64,0,0,0,0,64,61,39,0,0,0,0,9,3,0,0,24,46,0,10,7,0,0,0,0,80,2,20,64,8,0,29,0,67,0,49,0,70,52,47,73,0,0,0,10,60,0,26,0,0,0,0,32,0,57,36,13,29,44,49,3,0,10,0,0,27,7,0,34,0,74,44,53,0,49,0,32,54,35,23,55,0,53,10,0,27,88,0,61,71,31,0,0,0,44,61,0,31,0,4,0,46,0,0,0,44,21,0,0,56,100,0,0,0,72
